ID,Code_Region,Country,name,Type,description,Link
2528,OAFR,Guinea,Guinean Association of Solar Equipment Suppliers (AFPEGS),Industry and Professional Associations,Represents the interests of solar equipment suppliers in Guinea.,
2529,OAFR,Gambia,Ministry of Petroleum and Energy,Governmental Entities (Central/Federal),"Responsible for energy policy, planning, and regulation in Gambia.",
2530,OAFR,Gambia,National Water and Electricity Company (NAWEC),TSO,"State-owned utility responsible for electricity generation, transmission, and distribution.",nawec.gm
2531,OAFR,Gambia,National Energy Policy Committee,Regulatory and Advisory Entities,Responsible for developing and reviewing energy policies and regulations in Gambia.,mope.gm
2532,OAFR,Gambia,Rural Electrification Authority (REA),Rural Electrification Agency,Implements rural electrification programs and promotes universal access to electricity.,nawec.gm
2533,OAFR,Gambia,Department of Energy,Governmental Entities (Central/Federal),"Implements energy policies and regulations, collects energy data and statistics.",mope.gm
2534,OAFR,Gambia,National Environmental Agency,Regulatory and Advisory Entities,Responsible for environmental protection and sustainable energy development.,nea.gm
2535,OAFR,Gambia,Gambia Electricity Support Project (GESP),International Entities,Provides technical and financial assistance for energy sector development.,standard.gm
2536,OAFR,Gambia,"Gambian Association of Power Producers, Distributors and Suppliers (GAPDS)",Industry and Professional Associations,Represents the interests of energy sector stakeholders.,gamwashmap.gm
2537,OAFR,Gambia,Gambia Renewable Energy Association (GAEA),Industry and Professional Associations,Promotes renewable energy development and adoption.,
2538,OAFR,Gambia,Clean Energy Gambia,NGOs and Civil Society,Advocates for clean energy and sustainable development.,mope.gm
2539,OAFR,Gambia,Gambia Chamber of Commerce and Industry (GCCI),Commercial Entities,Represents businesses and promotes economic development in Gambia.,gcci.gm
2540,OAFR,Gambia,United Nations Development Programme (UNDP),International Entities,Provides assistance for sustainable development and renewable energy in Gambia.,nyc.gm
2541,OAFR,Gambia,African Development Bank (AfDB),Financial and Funding Entities,Provides financing for energy infrastructure projects in Gambia.,mofea.gm
2542,OAFR,Gambia,Gambia Investment and Export Promotion Agency (GIEPA),Governmental Entities (Central/Federal),Promotes and facilitates investment in Gambia's energy sector.,giepa.gm
2543,OAFR,Gambia,Gambia College School of Agriculture and Natural Resources,"Research, Education, and Development Institutions",Conducts research and training on sustainable energy and agriculture.,gc.edu.gm
2544,OAFR,Guinea-Bissau,Ministry of Energy and Industry,Governmental Entities,Oversees overall energy policy and regulation,dga.gw
2545,OAFR,Guinea-Bissau,National Directorate of Energy,Governmental Entities,Responsible for energy planning and statistics,dga.gw
2546,OAFR,Guinea-Bissau,"National Agency for Petroleum, Gas, and Biofuels",Governmental Entities,Manages oil and gas sector,
2547,OAFR,Guinea-Bissau,- Electricidade e Águas da Guiné-Bissau (EAGB),DSO,Main electricity distribution company,mef.gw
2548,OAFR,Guinea-Bissau,Empresa Nacional de Electricidade (ENE),TSO,Main electricity transmission company,mef.gw
2549,OAFR,Guinea-Bissau,- Indevias Biocab Produção e Distribuição,IPP,Private power producer,
2550,OAFR,Guinea-Bissau,- Sociedade de Produção de Energia Eléctrica de Caboxanque,IPP,Private power producer,
2551,OAFR,Guinea-Bissau,- Fundação Nacional de Energia (FNE),Rural Electrification Agency,Responsible for rural electrification,paigc.gw
2552,OAFR,Guinea-Bissau,Municipalities,Local/Regional/Municipal Government Entities,Responsible for energy planning and access at the local level,ubuy.gw
2553,OAFR,Guinea-Bissau,National Regulatory Authority for Energy and Public Utilities (ARNSAP),Regulatory and Advisory Entities,Regulates energy sector,
2554,OAFR,Guinea-Bissau,National Institute of Petroleum and Energy Studies,"Research, Education, and Development Institutions",Conducts energy research and training,
2555,OAFR,Guinea-Bissau,- Rede de Mulheres pelo Ambiente e Desenvolvimento Sustentável da Guiné-Bissau,NGOs and Civil Society,Advocates for sustainable energy development,mef.gw
2556,OAFR,Guinea-Bissau,- Associação Nacional de Distribuidores de Energia (ANDE) (National Association of Energy Distributors),Industry and Professional Associations,Represents electricity distribution companies,
2557,OAFR,Guinea-Bissau,- Associação Nacional das Empresas de Eletricidade de Cabo Verde (ANDE-CV) (National Association of Electricity Companies of Cape Verde),Industry and Professional Associations,Represents electricity companies in Cape Verde,
2558,OAFR,Guinea-Bissau,International Finance Corporation (IFC),Financial and Funding Entities,Provides financing for energy projects,audicontabissau.gw
2559,OAFR,Guinea-Bissau,- Agence Française de Développement (AFD) (French Development Agency),International Entities,Provides funding for energy projects,
2560,OAFR,Guinea-Bissau,Women in Energy Network Guinea-Bissau,Miscellaneous Entities and Groups,Supports women's empowerment in the energy sector,ubuy.gw
2561,OAFR,Equatorial Guinea,"Ministry of Mines, Industry and Energy",Governmental Entities,Responsible for policies and regulations related to the energy sector.,mmie.gob.gq
2562,OAFR,Equatorial Guinea,National Electricity Company (EGE),DSO,Distributes electricity to customers.,esformeli.gq
2563,OAFR,Equatorial Guinea,Equatorial Guinea National Petroleum Company (GEPetrol),IPP,Manages and operates oil and gas resources in the country.,mmie.gob.gq
2564,OAFR,Equatorial Guinea,"Ministry of Economy, Planning, and Public Investments",Governmental Entities,In charge of energy planning and data collection.,cilongriko.gq
2565,OAFR,Equatorial Guinea,"Ministry of Agriculture, Livestock, Forestry, and Environment",Governmental Entities,Responsible for promoting and regulating renewable energy development.,veenenddall.gq
2566,OAFR,Equatorial Guinea,the National Agency for the Implementation of Rural Electrification (ANER),Rural Electrification Agency,Implements and oversees rural electrification projects.,
2567,OAFR,Equatorial Guinea,Ministry of Territorial Administration and local Development,Local/Regional/Municipal Government Entities,Responsible for the provision of electricity in rural and remote areas.,cilongriko.gq
2568,OAFR,Equatorial Guinea,National Electricity Regulatory Board (NERB),Regulatory and Advisory Entities,Oversees the electricity sector and ensures fair competition.,
2569,OAFR,Equatorial Guinea,National Office of Statistics,Governmental Entities,Collects energy data and produces statistics.,bureauveritas.gq
2570,OAFR,Equatorial Guinea,National Renewable Energy Centre,"Research, Education, and Development Institutions",Conducts research and development activities related to renewable energy.,midspecogen.gq
2571,OAFR,Equatorial Guinea,National Association for the Protection of the Environment (ANACE),NGOs and Civil Society,Advocates for sustainable and renewable energy development.,devsurpmingbarra.gq
2572,OAFR,Equatorial Guinea,Association of Power Producers (APP),Industry and Professional Associations,Represents power producers in the country.,midspecogen.gq
2573,OAFR,Equatorial Guinea,Equatorial Guinea Investments and Financing Agency,Financial and Funding Entities,Offers financial support for energy-related projects.,midspecogen.gq
2574,OAFR,Equatorial Guinea,Equatorial Guinea Chamber of Commerce,Commercial Entities,Promotes and supports the growth of the energy sector.,embacongo.gob.gq
2575,OAFR,Equatorial Guinea,World Bank,International Entities,Provides financial and technical assistance for energy projects in the country.,midspecogen.gq
2576,OAFR,Equatorial Guinea,African Development Bank,International Entities,Supports energy development in Equatorial Guinea through loans and grants.,inege.gq
2577,OAFR,Equatorial Guinea,United Nations Development Programme,International Entities,Implements sustainable energy projects in the country.,contriskwohnde.gq
2578,OAFR,Kenya,Ministry of Energy and Petroleum,Governmental Entities (Central/Federal),responsible for overseeing energy policy and regulation in Kenya.,energy.go.ke
2579,OAFR,Kenya,Energy Regulatory Commission,Regulatory and Advisory Entities,responsible for licensing and regulating the energy sector in Kenya.,epra.go.ke
2580,OAFR,Kenya,Kenya Electricity Transmission Company (KETRACO),TSO,responsible for transmission of electricity in Kenya.,ketraco.co.ke
2581,OAFR,Kenya,Kenya Power and Lighting Company (KPLC),DSO,responsible for distribution of electricity in Kenya.,kplc.co.ke
2582,OAFR,Kenya,Kenya Rural Electrification Authority (REA),Rural Electrification Agency,responsible for implementing rural electrification projects in Kenya.,rerec.co.ke
2583,OAFR,Kenya,County governments,Local/Regional/Municipal Government Entities,have oversight over energy projects and policies within their respective counties.,countytoolkit.devolution.go.ke
2584,OAFR,Kenya,National Energy and Petroleum Policy Committee,Regulatory and Advisory Entities,responsible for advising the government on energy policy.,repository.kippra.or.ke
2585,OAFR,Kenya,Kenya Power and Lighting Company Foundation,NGOs and Civil Society,focuses on education and community development related to energy access in Kenya.,kplc.co.ke
2586,OAFR,Kenya,Strathmore Energy Research Centre,"Research, Education, and Development Institutions",conducts research and provides education and training in renewable energy and energy efficiency.,nuclear.co.ke
2587,OAFR,Kenya,Renewable Energy Association of Kenya,Industry and Professional Associations,represents companies and professionals in the renewable energy sector in Kenya.,repository.kippra.or.ke
2588,OAFR,Kenya,Kenya Association of Manufacturers,Industry and Professional Associations,"represents manufacturing companies in Kenya, including those involved in the energy sector.",kam.co.ke
2589,OAFR,Kenya,Energy and Petroleum Regulatory Authority,Regulatory and Advisory Entities,responsible for licensing and regulating the oil and gas sector in Kenya.,epra.go.ke
2590,OAFR,Kenya,Rift Valley Institute of Science and Technology (RVIST),"Research, Education, and Development Institutions",offers technical training in the energy sector.,rvist.ac.ke
2591,OAFR,Kenya,UN-Habitat,International Entities,works on sustainable energy and urban development in Kenya.,mfa.go.ke
2592,OAFR,Kenya,World Bank,Financial and Funding Entities,provides loans and financing for energy projects in Kenya.,cn.invest.go.ke
2593,OAFR,Kenya,Energy Efficiency and Conservation Working Group,Sector-Specific Entities,brings together stakeholders to promote energy efficiency and conservation in Kenya.,repository.kippra.or.ke
2594,OAFR,Liberia,Ministry of Mines and Energy,Central/Federal Governmental Entity,Responsible for developing and implementing national energy policy.,mme.gov.lr
2595,OAFR,Liberia,Liberia Electricity Corporation (LEC),TSO,Manages the transmission and distribution of electricity throughout Liberia.,lerc.gov.lr
2596,OAFR,Liberia,IPPs (Independent Power Producers),IPP,Generate electricity and sell it to the grid or directly to consumers.,lerc.gov.lr
2597,OAFR,Liberia,Rural and Renewable Energy Agency (RREA),Rural Electrification Agency,Implements rural electrification projects and promotes use of renewable energy sources.,lerc.gov.lr
2598,OAFR,Liberia,National Energy Policy Unit,Central/Federal Governmental Entity,Responsible for coordinating and implementing energy policies and programs.,moci.gov.lr
2599,OAFR,Liberia,Ministry of Finance and Development Planning,Central/Federal Governmental Entity,Responsible for setting budget and funding priorities for energy sector.,mfdp.gov.lr
2600,OAFR,Liberia,Environmental Protection Agency (EPA),Regulatory and Advisory Entity,Monitors and regulates environmental impact of energy projects.,epa.gov.lr
2601,OAFR,Liberia,University of Liberia,"Research, Education, and Development Institution",Conducts research and offers academic programs in energy-related fields.,ul.edu.lr
2602,OAFR,Liberia,Liberia Institute of Statistics and Geo-Information Services (LISGIS),Data Collection and Statistics Entity,Collects and analyzes data related to energy sector.,lisgis.gov.lr
2603,OAFR,Liberia,Rural and Renewable Energy Agency,Rural Electrification Agency,Implements rural electrification projects and promotes use of renewable energy sources.,lerc.gov.lr
2604,OAFR,Liberia,Liberia Energy Network,NGOs and Civil Society,Promotes sustainable and equitable energy solutions for Liberia.,mme.gov.lr
2605,OAFR,Liberia,Liberia Energy and Natural Resource Trust,NGOs and Civil Society,"Advocates for responsible management of Liberia's natural resources, including energy.",epa.gov.lr
2606,OAFR,Liberia,Liberia Chamber of Commerce,Industry and Professional Association,Represents the interests of businesses in the energy sector.,investliberia.gov.lr
2607,OAFR,Liberia,National Investment Commission,Governmental Entity,Promotes foreign and domestic investment in the energy sector.,investliberia.gov.lr
2608,OAFR,Liberia,United Nations Development Program (UNDP),International Entity,Supports sustainable energy development in Liberia.,pmun.gov.lr
2609,OAFR,Liberia,World Bank,Financial and Funding Entity,Provides funding and technical support for energy projects in Liberia.,mfdp.gov.lr
2610,OAFR,Liberia,United States Agency for International Development (USAID),International Entity,Supports energy sector development and access to clean energy in Liberia.,investliberia.gov.lr
2611,OAFR,Liberia,Liberia Initiative for Sustainable Energy Solutions (LISES),Sector-Specific Entity,Promotes sustainable energy solutions for Liberia's economic and social development.,emansion.gov.lr
2612,OAFR,Liberia,National Oil Company of Liberia (NOCAL),Oil and Gas,Responsible for exploration and development of Liberia's oil and gas resources.,nocal.com.lr
2613,OAFR,Liberia,National Investment Commission,Financial and Funding Entity,Attracts investment in the energy sector.,investliberia.gov.lr
2614,OAFR,Liberia,"Ministry of Lands, Mines, and Energy",Governmental Entity,Responsible for issuing licenses and permits for energy projects.,mme.gov.lr
2615,OAFR,Liberia,Liberia Electricity Regulatory Commission (LERC),Regulatory and Advisory Entity,Regulates and monitors the electricity sector to ensure fair competition and consumer protection.,lerc.gov.lr
2616,OAFR,Liberia,Liberia Energy Services Corporation (LESCO),DSO,Responsible for the distribution of electricity in specific regions of Liberia.,
2617,OAFR,Liberia,National Oil and Gas Sector Working Group,Governmental Entity,Responsible for coordinating policies and strategies for the development of Liberia's oil and gas sector.,epa.gov.lr
2618,OAFR,Liberia,Ministry of Agriculture,Local/Regional/Municipal Government Entity,Promotes rural electrification through agriculture sector development.,moa.gov.lr
2619,OAFR,Liberia,Association of Liberian Engineers,Industry and Professional Association,Promotes excellence and advancement in engineering for the development of Liberia.,mpw.gov.lr
2620,OAFR,Liberia,Nyenswah Global Solutions,Miscellaneous Entity,Provides sustainable energy solutions for rural communities in Liberia.,mofa.gov.lr
2621,OAFR,Lesotho,#NAME?,Governmental Entities,"Responsible for laws, policies, regulations, planning, data collection, and statistics in the energy sector.",standardlesothobank.co.ls
2622,OAFR,Lesotho,#NAME?,DSO,Responsible for electricity distribution in Lesotho.,
2623,OAFR,Lesotho,#NAME?,TSO,Responsible for electricity transmission in Lesotho.,
2624,OAFR,Lesotho,#NAME?,IPP,Responsible for generating and selling electricity in Lesotho.,
2625,OAFR,Lesotho,#NAME?,Regulatory and Advisory Entities,Responsible for regulating and advising on energy and water resources in Lesotho.,
2626,OAFR,Lesotho,#NAME?,"Research, Education, and Development Institutions","Promotes research, education, and development in the renewable energy sector in Lesotho.",
2627,OAFR,Lesotho,#NAME?,NGOs and Civil Society,"Works on sustainable development projects, including energy, in Lesotho.",
2628,OAFR,Lesotho,#NAME?,NGOs and Civil Society,Umbrella organization for NGOs in Lesotho.,
2629,OAFR,Lesotho,#NAME?,Industry and Professional Associations,Represents the interests of businesses in Lesotho.,
2630,OAFR,Lesotho,#NAME?,Commercial Entities,"Promotes and facilitates investment in Lesotho, including in the energy sector.",
2631,OAFR,Lesotho,#NAME?,International Entities,"Works on sustainable development projects, including energy, in Lesotho.",gov.ls
2632,OAFR,Lesotho,#NAME?,Financial and Funding Entities,"Provides funding for infrastructure projects, including energy, in Lesotho.",
2633,OAFR,Lesotho,#NAME?,Financial and Funding Entities,"Provides funding for private sector projects, including in the energy sector in Lesotho.",socialdevelopment.gov.ls
2634,OAFR,Lesotho,#NAME?,Industry and Professional Associations,Represents the interests of electrical contractors in Lesotho.,
2635,OAFR,Lesotho,#NAME?,DSO,Responsible for electricity distribution in Lesotho.,
2636,OAFR,Lesotho,#NAME?,Sector-Specific Entities,Works on promoting energy efficiency and conservation in Lesotho.,
2637,OAFR,Lesotho,#NAME?,NGOs and Civil Society,Works on promoting sustainable energy solutions in Lesotho.,
2638,OAFR,Lesotho,#NAME?,Industry and Professional Associations,Promotes the development and use of renewable energy in Lesotho.,gov.ls
2639,OAFR,Lesotho,#NAME?,Governmental Entities,Responsible for the regulation and management of oil and gas resources in Lesotho.,lesothotradeportal.org.ls
2640,OAFR,Lesotho,#NAME?,Sector-Specific Entities,Responsible for the import and distribution of petroleum products in Lesotho.,
2641,OAFR,Lesotho,#NAME?,Sector-Specific Entities,Responsible for the exploration and production of oil and gas in Lesotho.,
2642,OAFR,Lesotho,#NAME?,Rural Electrification Agency,Works to provide rural areas with access to electricity in Lesotho.,
2643,OAFR,Lesotho,-Lesotho Professional Women's Association (LPWA),NGOs and Civil Society,Works to promote gender equity and women's participation in the energy sector in Lesotho.,
2644,OAFR,Madagascar,Government of Madagascar,Governmental Entities,"Responsible for policy, planning, and regulation of the energy sector in Madagascar.",sim.mg
2645,OAFR,Madagascar,Electricity Sector Regulatory Commission,Regulatory and Advisory Entities,Independent regulator of the electricity sector in Madagascar.,banky-foibe.mg
2646,OAFR,Madagascar,"Ministry of Energy, Water and Hydrocarbons",Governmental Entities,Responsible for overall management and supervision of the energy sector in Madagascar.,edbm.mg
2647,OAFR,Madagascar,National Energy Office (ONE),Governmental Entities,"Responsible for energy planning, data collection, and statistics in Madagascar.",wwf.mg
2648,OAFR,Madagascar,Rural Electrification Agency (ADER),Rural Electrification Agency,Implements rural electrification projects in Madagascar.,ader.mg
2649,OAFR,Madagascar,Antananarivo Municipal Council,Local/Regional/Municipal Government Entities,Responsible for energy planning and provision in the capital city of Antananarivo.,edbm.mg
2650,OAFR,Madagascar,National Institute of Nuclear Science and Technology (INSTN),"Research, Education, and Development Institutions",Conducts research and education in the field of nuclear energy in Madagascar.,instn.mg
2651,OAFR,Madagascar,WWF Madagascar,NGOs and Civil Society,Promotes sustainable energy solutions and environmental conservation in Madagascar.,wwf.mg
2652,OAFR,Madagascar,Madagascar Energy and Environment Network (E2N),NGOs and Civil Society,A network of NGOs working towards sustainable energy solutions in Madagascar.,
2653,OAFR,Madagascar,Malagasy Association of Renewable Energy (MARE),Industry and Professional Associations,Promotes development and deployment of renewable energy technologies in Madagascar.,swiofish2.mg
2654,OAFR,Madagascar,- JIRAMA (Jiro sy Raki-bilany mifandraika amin'ny aterineto),Utilities,"State-owned utility company responsible for electricity generation, distribution, and transmission in Madagascar.",
2655,OAFR,Madagascar,Henri Fraise Fils et CIE (HFF),Commercial Entities,Leading supplier of energy products and services in Madagascar.,actu.orange.mg
2656,OAFR,Madagascar,European Union Delegation to Madagascar,International Entities,Collaborates with the government of Madagascar to support the energy sector and promote renewable energy.,edbm.mg
2657,OAFR,Madagascar,African Development Bank,Financial and Funding Entities,Invests in energy projects and supports the development of the energy sector in Madagascar.,sim.mg
2658,OAFR,Madagascar,Association of Women in Energy Africa (AWEA),Miscellaneous Entities and Groups,Supports women's participation in the energy sector in Madagascar.,
2659,OAFR,Madagascar,Madagascar Oil,Oil and Gas,Exploration and production company operating in Madagascar.,wwf.mg
2660,OAFR,Madagascar,Jovenna,Gas and Fuel,Leading petroleum distribution company in Madagascar.,jovena.mg
2661,OAFR,Madagascar,Inga Green Energy,Sector-Specific Entities,Promotes the use of hydropower in Madagascar.,fanainga.mg
2662,OAFR,Madagascar,Energy Access Ventures,Sector-Specific Entities,Invests in off-grid energy solutions in Madagascar.,edbm.mg
2663,OAFR,Mali,Ministry of Energy and Water,Governmental Entities (Central/Federal),Responsible for formulating and implementing energy policies and regulations in Mali.,mines.gouv.ml
2664,OAFR,Mali,Energie du Mali (EDM),DSO,"The national electric utility in charge of generating, transmitting and distributing electricity.",edmsa.ml
2665,OAFR,Mali,- Société des Transports d'Énergie du Mali (STEM),TSO,Responsible for operating and maintaining the high voltage electricity grid in Mali.,sgg-mali.ml
2666,OAFR,Mali,- Electricité de Mali (EDM SA),IPP,One of the main private power producers in Mali.,edmsa.ml
2667,OAFR,Mali,- Agence Malienne pour le Développement de l'Énergie Domestique et Rurale (AMADER),Rural Electrification Agency,Promotes and supports rural electrification in Mali.,dgmp.gouv.ml
2668,OAFR,Mali,Ministry of Territorial Administration,Local/Regional/Municipal Government Entities,Responsible for local government policy and regulation in Mali.,matcl.gov.ml
2669,OAFR,Mali,- Agence de Régulation de l'Électricité (ARE),Regulatory and Advisory Entities,Regulates the electricity sector in Mali and promotes competition.,creemali.ml
2670,OAFR,Mali,"- Université des Sciences, des Techniques et des Technologies de Bamako (USTTB)","Research, Education, and Development Institutions",Conducts research and offers education and training in energy-related fields.,usttb.edu.ml
2671,OAFR,Mali,Mali Folk Center,NGOs and Civil Society,Works to promote renewable energy and access to electricity in rural areas of Mali.,apimali.gov.ml
2672,OAFR,Mali,- Association Malienne des Professionnels de l'Électricité (AMPE),Industry and Professional Associations,Represents the interests of professionals in the electricity sector in Mali.,sgg-mali.ml
2673,OAFR,Mali,Energywise Mali SA,Commercial Entities,Provides energy management and consulting services in Mali.,
2674,OAFR,Mali,World Bank,International Entities,Funds and supports energy projects in Mali.,alapniho.ml
2675,OAFR,Mali,African Development Bank,Financial and Funding Entities,Provides financing and technical assistance to energy projects in Mali.,itie.ml
2676,OAFR,Mali,Forum of Independent Power Producers (FIPP),Sector-Specific Entities,Represents independent power producers in Mali.,
2677,OAFR,Mali,Association des Consommateurs du Mali (ASCOMA),Miscellaneous Entities and Groups,Represents the interests of electricity consumers in Mali.,sgg-mali.ml
2678,OAFR,Mozambique,Ministry of Mineral Resources and Energy,Governmental Entities (Central/Federal),responsible for developing and implementing policies and regulations related to the energy sector,proler.gov.mz
2679,OAFR,Mozambique,Electricidade de Moçambique (EDM),DSO,state-owned electricity company responsible for distribution and retail of electricity,edm.co.mz
2680,OAFR,Mozambique,Empresa Nacional de Hidrocarbonetos (ENH),TSO,state-owned company responsible for transmission and distribution of natural gas,enh.co.mz
2681,OAFR,Mozambique,Independente Power Producers (IPPs),IPP,private companies that generate electricity for sale to the national grid,proler.gov.mz
2682,OAFR,Mozambique,Instituto Nacional de Petróleo (INP),Sector-Specific Entities,regulator of the oil and gas sector in Mozambique,inp.gov.mz
2683,OAFR,Mozambique,Agência de Desenvolvimento do Sector de Energia (ADSE),Rural Electrification Agency,responsible for promoting and supporting rural electrification projects,
2684,OAFR,Mozambique,- Direção Nacional de Energia (DNE),Governmental Entities (Central/Federal),responsible for energy planning and data collection for the government,proler.gov.mz
2685,OAFR,Mozambique,Fundo de Energia (FUNAE),Financial and Funding Entities,provides financing for renewable energy projects,funae.co.mz
2686,OAFR,Mozambique,- Associação dos Produtores de Energia de Moçambique (APEM),Industry and Professional Associations,represents the interests of energy producers in Mozambique,
2687,OAFR,Mozambique,- Rede de Associação Para o Desenvolvimento da Energia (RADE),NGOs and Civil Society,promotes access to clean and sustainable energy for rural communities,cncs.gov.mz
2688,OAFR,Mozambique,Universidade Eduardo Mondlane,"Research, Education, and Development Institutions",offers programs and conducts research in the energy sector,uem.mz
2689,OAFR,Mozambique,- Ministério das Finanças,Governmental Entities (Central/Federal),responsible for overseeing and regulating the financial sector in Mozambique,mef.gov.mz
2690,OAFR,Mozambique,Banco de Moçambique,Governmental Entities (Central/Federal),central bank that regulates monetary policies and oversees the financial sector,bancomoc.mz
2691,OAFR,Mozambique,World Bank,International Entities,provides funding and technical assistance for energy projects in Mozambique,sibmoz.gov.mz
2692,OAFR,Mozambique,Africa Renewable Energy Initiative,International Entities,promotes renewable energy development in Africa,proler.gov.mz
2693,OAFR,Mozambique,United Nations Development Program,International Entities,provides technical assistance and funding for sustainable energy projects in Mozambique,rosc.org.mz
2694,OAFR,Mozambique,- Associação de Energias Renováveis e Alternativas (ERA),Industry and Professional Associations,promotes the use of renewable energy sources in Mozambique,opais.co.mz
2695,OAFR,Mozambique,Companhia Mozambicana de Energia (CME),Commercial Entities,supplies electricity and water to the industrial sector in Mozambique.,portaldogoverno.gov.mz
2696,OAFR,Mauritania,"Ministry of Petroleum, Energy, and Mines",Governmental Entities (Central/Federal),"Responsible for energy policies, laws, and regulations.",petrole.gov.mr
2697,OAFR,Mauritania,National Electric Utility,DSO,Responsible for distribution of electricity.,apim.gov.mr
2698,OAFR,Mauritania,National Electricity and Water Company,DSO,Responsible for distribution of electricity and water.,rapideinfo.mr
2699,OAFR,Mauritania,Mauritania Electricity Company,DSO,Responsible for distribution of electricity.,apim.gov.mr
2700,OAFR,Mauritania,- Société Mauritanienne des Hydrocarbures,Governmental Entities (Central/Federal),Responsible for management of oil and gas resources.,smh.mr
2701,OAFR,Mauritania,- Société Mauritanienne d'Electricité,DSO,Responsible for distribution of electricity.,somelec.mr
2702,OAFR,Mauritania,Mauritanian Electricity and Gas Regulation Authority,Regulatory and Advisory Entities,Regulates the electricity and gas sectors.,apim.gov.mr
2703,OAFR,Mauritania,Mauritanian Energy Management Agency,Local/Regional/Municipal Government Entities,Responsible for planning and development of the energy sector.,ami.mr
2704,OAFR,Mauritania,Institut de Recherche en Energie Solaire et Energies Nouvelles,"Research, Education, and Development Institutions",Conducts research and education on solar and renewable energies.,petrole-mines-energies.gov.mr
2705,OAFR,Mauritania,- Association Mauritanienne pour les Energies Renouvelables et l'Environnement,NGOs and Civil Society,Promotes the use of renewable energies and environmental protection.,environnement.gov.mr
2706,OAFR,Mauritania,"Chamber of Commerce, Industry and Agriculture",Industry and Professional Associations,Represents the interests of businesses in the energy sector.,apim.gov.mr
2707,OAFR,Mauritania,- CDMMA (Compagnie du Développement Minier de Mauritanie),Commercial Entities,"Involved in the development of the mineral sector, including mining of coal, gas, and oil.",
2708,OAFR,Mauritania,African Development Bank,Financial and Funding Entities,Provides funding and investments for energy projects in Mauritania.,apim.gov.mr
2709,OAFR,Mauritania,United Nations Development Programme (UNDP),International Entities,Works on sustainable energy projects and policy development in Mauritania.,apim.gov.mr
2710,OAFR,Mauritania,World Bank,International Entities,Provides funding and technical assistance for energy projects in Mauritania.,apim.gov.mr
2711,OAFR,Mauritania,Green Climate Fund,Financial and Funding Entities,Invests in projects and programs to support mitigation and adaptation to climate change.,ami.mr
2712,OAFR,Mauritania,National Union of Mauritanian Women,NGOs and Civil Society,Promotes women's participation in the energy sector.,pmd.mr
2713,OAFR,Mauritania,Mauritanian Association of Renewable Energy,NGOs and Civil Society,Promotes the use of renewable energy sources.,apim.gov.mr
2714,OAFR,Mauritania,National Federation of Informal Sector Workers,NGOs and Civil Society,Works towards improving access to electricity for informal workers.,pmd.mr
2715,OAFR,Mauritania,- Mauritanian Oil Workers' Union,NGOs and Civil Society,Works to protect the rights of oil workers.,pmd.mr
2716,OAFR,Mauritania,National Renewable Energy Laboratory,"Research, Education, and Development Institutions",Conducts research and development on renewable energy sources.,apim.gov.mr
2717,OAFR,Mauritania,GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit),International Entities,Provides technical assistance and capacity building for sustainable energy projects in Mauritania.,pnd.mr
2718,OAFR,Mauritius,Central Electricity Board,Governmental Entities (Central/Federal),Regulates the electricity sector and manages the transmission and distribution of electricity.,ceb.mu
2719,OAFR,Mauritius,Central Water Authority,Governmental Entities (Central/Federal),Manages the supply of water and wastewater treatment in Mauritius.,maurice-info.mu
2720,OAFR,Mauritius,Central Electricity Generating Board,Governmental Entities (Central/Federal),Responsible for managing and operating power plants in the country.,ceb.mu
2721,OAFR,Mauritius,Ministry of Energy and Public Utilities,Governmental Entities (Central/Federal),Develops and implements policies and regulations related to the energy sector in Mauritius.,ceb.mu
2722,OAFR,Mauritius,Energy Efficiency Management Office,Governmental Entities (Central/Federal),Promotes energy efficiency and conservation in the country.,cidb.mu
2723,OAFR,Mauritius,State Trading Corporation,Governmental Entities (Central/Federal),Responsible for the import and distribution of petroleum products in Mauritius.,stc.intnet.mu
2724,OAFR,Mauritius,Independent Investment Promotion Agency,Governmental Entities (Central/Federal),Promotes foreign investment in the energy sector in Mauritius.,irsa.mu
2725,OAFR,Mauritius,Central Statistics Office,Governmental Entities (Central/Federal),Collects and analyzes data related to energy consumption and production in the country.,bom.mu
2726,OAFR,Mauritius,Central Electricity Regulation Board,Regulatory and Advisory Entities,Regulates electricity prices and approves tariffs for the distribution and supply of electricity.,ceb.mu
2727,OAFR,Mauritius,"University of Mauritius, Faculty of Engineering","Research, Education, and Development Institutions",Conducts research on renewable energy and provides education and training in the field.,uom.ac.mu
2728,OAFR,Mauritius,Mauritius Renewable Energy Agency,Governmental Entities (Central/Federal),Promotes the use of renewable energy in Mauritius.,uramauritius.mu
2729,OAFR,Mauritius,Mauritius Food Crop Promotion Association,NGOs and Civil Society,Promotes sustainable agriculture and the use of renewable energy in the farming sector.,mauritiustrade.mu
2730,OAFR,Mauritius,Association of Mauritian Manufacturers,Industry and Professional Associations,Represents manufacturers in Mauritius and promotes sustainable practices in the manufacturing sector.,mauritianmanufacturers.mu
2731,OAFR,Mauritius,Mauritius Chamber of Commerce and Industry,Industry and Professional Associations,Represents the interests of the private sector and promotes sustainable business practices.,competitioncommission.mu
2732,OAFR,Mauritius,Green Energy Africa,Commercial Entities,Provides renewable energy solutions for residential and commercial properties.,mauritiustrade.mu
